zscore,pscore,hindex
0.6624050352,-0.1271034924,0.3013435324
0.6584799501,-0.1271034924,0.3013435324
0.6545649836,-0.1271034924,0.3013435324
0.650660024,-0.134750698,0.3013435324
0.6467649611,-0.134750698,0.2616312063
0.6428796859,-0.134750698,0.2616312063
0.6390040911,-0.134750698,0.2616312063
0.6351380706,-0.1423979037,0.2616312063
0.6312815197,-0.1423979037,0.2616312063
0.6274343351,-0.1423979037,0.2616312063
0.6235964148,-0.1500451093,0.2616312063
0.6197676578,-0.1500451093,0.2219188802
0.6159479649,-0.1500451093,0.2219188802
0.6121372375,-0.1500451093,0.2219188802
0.6083353788,-0.157692315,0.2219188802
0.6045422928,-0.157692315,0.1822065541
0.6007578847,-0.157692315,0.1822065541
0.5969820611,-0.157692315,0.1822065541
0.5932147295,-0.157692315,0.1822065541
0.5894557984,-0.157692315,0.1822065541
0.5857051778,-0.1653395206,0.1822065541
0.5819627783,-0.1729867263,0.1822065541
0.5782285118,-0.1729867263,0.1822065541
0.5745022913,-0.1729867263,0.1822065541
0.5707840305,-0.1729867263,0.1822065541
0.5670736445,-0.1806339319,0.1822065541
0.5633710489,-0.1806339319,0.142494228
0.5596761607,-0.1806339319,0.142494228
0.5559888975,-0.1806339319,0.142494228
0.5523091781,-0.1806339319,0.142494228
0.5486369219,-0.1806339319,0.142494228
0.5449720496,-0.1882811376,0.142494228
0.5413144823,-0.1882811376,0.142494228
0.5376641424,-0.1882811376,0.142494228
0.5340209529,-0.1882811376,0.142494228
0.5303848375,-0.1882811376,0.142494228
0.5267557211,-0.1882811376,0.142494228
0.5231335291,-0.1882811376,0.142494228
0.5195181878,-0.1959283432,0.142494228
0.5159096243,-0.1959283432,0.142494228
0.5123077663,-0.2035755489,0.1027819019
0.5087125425,-0.2035755489,0.1027819019
0.5051238821,-0.2035755489,0.1027819019
0.5015417152,-0.2035755489,0.1027819019
0.4979659725,-0.2035755489,0.1027819019
0.4943965855,-0.2112227545,0.1027819019
0.4908334863,-0.2112227545,0.1027819019
0.4872766077,-0.2112227545,0.1027819019
0.4837258832,-0.2112227545,0.1027819019
0.4801812468,-0.2112227545,0.1027819019
0.4766426335,-0.2112227545,0.1027819019
0.4731099785,-0.2188699602,0.1027819019
0.469583218,-0.2188699602,0.1027819019
0.4660622885,-0.2188699602,0.1027819019
0.4625471273,-0.2188699602,0.1027819019
0.4590376723,-0.2265171658,0.06306957583
0.4555338618,-0.2265171658,0.06306957583
0.4520356349,-0.2265171658,0.06306957583
0.4485429311,-0.2341643714,0.06306957583
0.4450556905,-0.2341643714,0.06306957583
0.4415738538,-0.2341643714,0.06306957583
0.4380973621,-0.2341643714,0.06306957583
0.4346261573,-0.2418115771,0.06306957583
0.4311601816,-0.2418115771,0.06306957583
0.4276993776,-0.2418115771,0.06306957583
0.4242436887,-0.2418115771,0.06306957583
0.4207930587,-0.2418115771,0.06306957583
0.4173474317,-0.2494587827,0.06306957583
0.4139067525,-0.2494587827,0.06306957583
0.4104709663,-0.2494587827,0.06306957583
0.4070400187,-0.2494587827,0.02335724973
0.4036138559,-0.2494587827,0.02335724973
0.4001924244,-0.2571059884,0.02335724973
0.3967756713,-0.2571059884,0.02335724973
0.393363544,-0.2571059884,0.02335724973
0.3899559903,-0.2571059884,0.02335724973
0.3865529586,-0.2571059884,0.02335724973
0.3831543975,-0.264753194,-0.01635507637
0.3797602562,-0.264753194,-0.01635507637
0.3763704842,-0.264753194,-0.01635507637
0.3729850314,-0.264753194,-0.01635507637
0.3696038481,-0.264753194,-0.01635507637
0.366226885,-0.264753194,-0.01635507637
0.3628540931,-0.264753194,-0.01635507637
0.359485424,-0.264753194,-0.01635507637
0.3561208294,-0.264753194,-0.01635507637
0.3527602614,-0.264753194,-0.01635507637
0.3494036726,-0.2724003997,-0.01635507637
0.3460510158,-0.2724003997,-0.01635507637
0.3427022442,-0.2724003997,-0.01635507637
0.3393573114,-0.2724003997,-0.01635507637
0.3360161712,-0.2724003997,-0.05606740246
0.3326787778,-0.2724003997,-0.05606740246
0.3293450858,-0.2800476053,-0.05606740246
0.32601505,-0.2800476053,-0.05606740246
0.3226886255,-0.2800476053,-0.05606740246
0.3193657677,-0.2800476053,-0.05606740246
0.3160464325,-0.2800476053,-0.05606740246
0.3127305758,-0.2800476053,-0.05606740246
0.309418154,-0.2800476053,-0.05606740246
0.3061091237,-0.2800476053,-0.05606740246
0.3028034418,-0.2800476053,-0.05606740246
0.2995010655,-0.2800476053,-0.05606740246
0.2962019523,-0.2800476053,-0.09577972856
0.2929060599,-0.2800476053,-0.09577972856
0.2896133461,-0.2800476053,-0.09577972856
0.2863237694,-0.2800476053,-0.09577972856
0.2830372882,-0.2800476053,-0.09577972856
0.2797538612,-0.287694811,-0.09577972856
0.2764734475,-0.287694811,-0.09577972856
0.2731960062,-0.287694811,-0.09577972856
0.2699214969,-0.287694811,-0.09577972856
0.2666498793,-0.287694811,-0.09577972856
0.2633811132,-0.287694811,-0.09577972856
0.260115159,-0.2953420166,-0.09577972856
0.2568519768,-0.2953420166,-0.09577972856
0.2535915275,-0.2953420166,-0.1354920547
0.2503337717,-0.2953420166,-0.1354920547
0.2470786706,-0.2953420166,-0.1354920547
0.2438261854,-0.2953420166,-0.1354920547
0.2405762774,-0.2953420166,-0.1354920547
0.2373289084,-0.2953420166,-0.1354920547
0.2340840403,-0.2953420166,-0.1354920547
0.230841635,-0.2953420166,-0.1354920547
0.2276016547,-0.2953420166,-0.1354920547
0.224364062,-0.3029892223,-0.1354920547
0.2211288193,-0.3029892223,-0.1354920547
0.2178958895,-0.3029892223,-0.1354920547
0.2146652355,-0.3029892223,-0.1354920547
0.2114368204,-0.3029892223,-0.1354920547
0.2082106076,-0.3029892223,-0.1354920547
0.2049865605,-0.3029892223,-0.1354920547
0.2017646427,-0.3029892223,-0.1354920547
0.198544818,-0.3029892223,-0.1354920547
0.1953270504,-0.3029892223,-0.1354920547
0.192111304,-0.3106364279,-0.1354920547
0.1888975429,-0.3106364279,-0.1354920547
0.1856857317,-0.3106364279,-0.1354920547
0.1824758348,-0.3106364279,-0.1354920547
0.1792678169,-0.3106364279,-0.1354920547
0.1760616429,-0.3106364279,-0.1752043808
0.1728572777,-0.3106364279,-0.1752043808
0.1696546864,-0.3182836336,-0.1752043808
0.1664538343,-0.3182836336,-0.1752043808
0.1632546866,-0.3182836336,-0.1752043808
0.1600572089,-0.3182836336,-0.1752043808
0.1568613668,-0.3182836336,-0.1752043808
0.153667126,-0.3182836336,-0.1752043808
0.1504744523,-0.3182836336,-0.1752043808
0.1472833117,-0.3182836336,-0.1752043808
0.1440936702,-0.3182836336,-0.1752043808
0.1409054941,-0.3182836336,-0.1752043808
0.1377187495,-0.3182836336,-0.1752043808
0.1345334029,-0.3259308392,-0.1752043808
0.1313494207,-0.3259308392,-0.2149167069
0.1281667696,-0.3259308392,-0.2149167069
0.1249854162,-0.3259308392,-0.2149167069
0.1218053273,-0.3259308392,-0.2149167069
0.1186264697,-0.3259308392,-0.2149167069
0.1154488104,-0.3259308392,-0.2149167069
0.1122723164,-0.3259308392,-0.2149167069
0.1090969549,-0.3259308392,-0.2149167069
0.105922693,-0.3259308392,-0.2149167069
0.102749498,-0.3259308392,-0.2149167069
0.09957733724,-0.3259308392,-0.2149167069
0.09640617821,-0.3259308392,-0.2149167069
0.09323598837,-0.3335780449,-0.2149167069
0.09006673529,-0.3335780449,-0.2149167069
0.08689838659,-0.3335780449,-0.2149167069
0.08373090998,-0.3335780449,-0.2149167069
0.08056427322,-0.3335780449,-0.2149167069
0.07739844411,-0.3335780449,-0.2149167069
0.07423339055,-0.3335780449,-0.2149167069
0.07106908044,-0.3335780449,-0.2149167069
0.06790548178,-0.3335780449,-0.2149167069
0.0647425626,-0.3335780449,-0.254629033
0.06158029098,-0.3335780449,-0.254629033
0.05841863504,-0.3335780449,-0.254629033
0.05525756295,-0.3335780449,-0.254629033
0.05209704292,-0.3412252505,-0.254629033
0.04893704319,-0.3412252505,-0.254629033
0.04577753206,-0.3412252505,-0.254629033
0.04261847784,-0.3412252505,-0.254629033
0.03945984887,-0.3412252505,-0.254629033
0.03630161355,-0.3412252505,-0.254629033
0.03314374027,-0.3412252505,-0.254629033
0.02998619748,-0.3412252505,-0.254629033
0.02682895362,-0.3412252505,-0.254629033
0.02367197718,-0.3412252505,-0.254629033
0.02051523664,-0.3488724562,-0.254629033
0.01735870053,-0.3488724562,-0.254629033
0.01420233736,-0.3488724562,-0.254629033
0.01104611569,-0.3488724562,-0.254629033
0.007890004044,-0.3488724562,-0.254629033
0.004733970991,-0.3488724562,-0.254629033
0.001577985091,-0.3488724562,-0.254629033
-0.001577985091,-0.3488724562,-0.254629033
-0.004733970991,-0.3488724562,-0.254629033
-0.007890004044,-0.3488724562,-0.294341359
-0.01104611569,-0.3488724562,-0.294341359
-0.01420233736,-0.3488724562,-0.294341359
-0.01735870053,-0.3488724562,-0.294341359
-0.02051523664,-0.3488724562,-0.294341359
-0.02367197718,-0.3488724562,-0.294341359
-0.02682895362,-0.3565196618,-0.294341359
-0.02998619748,-0.3565196618,-0.294341359
-0.03314374027,-0.3565196618,-0.294341359
-0.03630161355,-0.3565196618,-0.294341359
-0.03945984887,-0.3565196618,-0.294341359
-0.04261847784,-0.3565196618,-0.294341359
-0.04577753206,-0.3565196618,-0.294341359
-0.04893704319,-0.3565196618,-0.294341359
-0.05209704292,-0.3565196618,-0.294341359
-0.05525756295,-0.3565196618,-0.294341359
-0.05841863504,-0.3565196618,-0.3340536851
-0.06158029098,-0.3565196618,-0.3340536851
-0.0647425626,-0.3565196618,-0.3340536851
-0.06790548178,-0.3565196618,-0.3340536851
-0.07106908044,-0.3565196618,-0.3340536851
-0.07423339055,-0.3641668675,-0.3340536851
-0.07739844411,-0.3641668675,-0.3340536851
-0.08056427322,-0.3641668675,-0.3340536851
-0.08373090998,-0.3641668675,-0.3340536851
-0.08689838659,-0.3641668675,-0.3340536851
-0.09006673529,-0.3641668675,-0.3340536851
-0.09323598837,-0.3641668675,-0.3340536851
-0.09640617821,-0.3641668675,-0.3340536851
-0.09957733724,-0.3641668675,-0.3340536851
-0.102749498,-0.3641668675,-0.3340536851
-0.105922693,-0.3641668675,-0.3340536851
-0.1090969549,-0.3641668675,-0.3340536851
-0.1122723164,-0.3641668675,-0.3340536851
-0.1154488104,-0.3641668675,-0.3340536851
-0.1186264697,-0.3641668675,-0.3340536851
-0.1218053273,-0.3641668675,-0.3340536851
-0.1249854162,-0.3641668675,-0.3340536851
-0.1281667696,-0.3641668675,-0.3340536851
-0.1313494207,-0.3641668675,-0.3737660112
-0.1345334029,-0.3641668675,-0.3737660112
-0.1377187495,-0.3641668675,-0.3737660112
-0.1409054941,-0.3641668675,-0.3737660112
-0.1440936702,-0.3641668675,-0.3737660112
-0.1472833117,-0.3641668675,-0.3737660112
-0.1504744523,-0.3641668675,-0.3737660112
-0.153667126,-0.3641668675,-0.3737660112
-0.1568613668,-0.3641668675,-0.3737660112
-0.1600572089,-0.3641668675,-0.3737660112
-0.1632546866,-0.3718140731,-0.3737660112
-0.1664538343,-0.3718140731,-0.3737660112
-0.1696546864,-0.3718140731,-0.3737660112
-0.1728572777,-0.3718140731,-0.3737660112
-0.1760616429,-0.3718140731,-0.3737660112
-0.1792678169,-0.3718140731,-0.4134783373
-0.1824758348,-0.3718140731,-0.4134783373
-0.1856857317,-0.3718140731,-0.4134783373
-0.1888975429,-0.3718140731,-0.4134783373
-0.192111304,-0.3718140731,-0.4134783373
-0.1953270504,-0.3718140731,-0.4134783373
-0.198544818,-0.3718140731,-0.4134783373
-0.2017646427,-0.3718140731,-0.4134783373
-0.2049865605,-0.3718140731,-0.4134783373
-0.2082106076,-0.3718140731,-0.4134783373
-0.2114368204,-0.3718140731,-0.4134783373
-0.2146652355,-0.3718140731,-0.4134783373
-0.2178958895,-0.3718140731,-0.4134783373
-0.2211288193,-0.3718140731,-0.4134783373
-0.224364062,-0.3718140731,-0.4134783373
-0.2276016547,-0.3718140731,-0.4134783373
-0.230841635,-0.3718140731,-0.4134783373
-0.2340840403,-0.3718140731,-0.4134783373
-0.2373289084,-0.3718140731,-0.4134783373
-0.2405762774,-0.3718140731,-0.4134783373
-0.2438261854,-0.3718140731,-0.4134783373
-0.2470786706,-0.3718140731,-0.4531906634
-0.2503337717,-0.3718140731,-0.4531906634
-0.2535915275,-0.3718140731,-0.4531906634
-0.2568519768,-0.3794612788,-0.4531906634
-0.260115159,-0.3794612788,-0.4531906634
-0.2633811132,-0.3794612788,-0.4531906634
-0.2666498793,-0.3794612788,-0.4531906634
-0.2699214969,-0.3794612788,-0.4531906634
-0.2731960062,-0.3794612788,-0.4531906634
-0.2764734475,-0.3794612788,-0.4531906634
-0.2797538612,-0.3794612788,-0.4531906634
-0.2830372882,-0.3794612788,-0.4531906634
-0.2863237694,-0.3794612788,-0.4531906634
-0.2896133461,-0.3794612788,-0.4531906634
-0.2929060599,-0.3794612788,-0.4531906634
-0.2962019523,-0.3794612788,-0.4531906634
-0.2995010655,-0.3794612788,-0.4531906634
-0.3028034418,-0.3794612788,-0.4929029895
-0.3061091237,-0.3794612788,-0.4929029895
-0.309418154,-0.3794612788,-0.4929029895
-0.3127305758,-0.3794612788,-0.4929029895
-0.3160464325,-0.3794612788,-0.4929029895
-0.3193657677,-0.3794612788,-0.4929029895
-0.3226886255,-0.3794612788,-0.4929029895
-0.32601505,-0.3794612788,-0.4929029895
-0.3293450858,-0.3794612788,-0.4929029895
-0.3326787778,-0.3794612788,-0.4929029895
-0.3360161712,-0.3794612788,-0.4929029895
-0.3393573114,-0.3794612788,-0.4929029895
-0.3427022442,-0.3794612788,-0.4929029895
-0.3460510158,-0.3871084844,-0.4929029895
-0.3494036726,-0.3871084844,-0.4929029895
-0.3527602614,-0.3871084844,-0.4929029895
-0.3561208294,-0.3871084844,-0.4929029895
-0.359485424,-0.3871084844,-0.4929029895
-0.3628540931,-0.3871084844,-0.4929029895
-0.366226885,-0.3871084844,-0.4929029895
-0.3696038481,-0.3871084844,-0.4929029895
-0.3729850314,-0.3871084844,-0.5326153156
-0.3763704842,-0.3871084844,-0.5326153156
-0.3797602562,-0.3871084844,-0.5326153156
-0.3831543975,-0.3871084844,-0.5326153156
-0.3865529586,-0.3871084844,-0.5326153156
-0.3899559903,-0.3871084844,-0.5326153156
-0.393363544,-0.3871084844,-0.5326153156
-0.3967756713,-0.3871084844,-0.5326153156
-0.4001924244,-0.3871084844,-0.5326153156
-0.4036138559,-0.3871084844,-0.5326153156
-0.4070400187,-0.3871084844,-0.5326153156
-0.4104709663,-0.3871084844,-0.5326153156
-0.4139067525,-0.3871084844,-0.5326153156
-0.4173474317,-0.3871084844,-0.5326153156
-0.4207930587,-0.3871084844,-0.5326153156
-0.4242436887,-0.3871084844,-0.5326153156
-0.4276993776,-0.3871084844,-0.5326153156
-0.4311601816,-0.3871084844,-0.5326153156
-0.4346261573,-0.3871084844,-0.5326153156
-0.4380973621,-0.3947556901,-0.5326153156
-0.4415738538,-0.3947556901,-0.5326153156
-0.4450556905,-0.3947556901,-0.5326153156
-0.4485429311,-0.3947556901,-0.5326153156
-0.4520356349,-0.3947556901,-0.5723276417
-0.4555338618,-0.3947556901,-0.5723276417
-0.4590376723,-0.3947556901,-0.5723276417
-0.4625471273,-0.3947556901,-0.5723276417
-0.4660622885,-0.3947556901,-0.5723276417
-0.469583218,-0.3947556901,-0.5723276417
-0.4731099785,-0.3947556901,-0.5723276417
-0.4766426335,-0.3947556901,-0.5723276417
-0.4801812468,-0.3947556901,-0.5723276417
-0.4837258832,-0.3947556901,-0.5723276417
-0.4872766077,-0.3947556901,-0.5723276417
-0.4908334863,-0.3947556901,-0.5723276417
-0.4943965855,-0.3947556901,-0.5723276417
-0.4979659725,-0.3947556901,-0.5723276417
-0.5015417152,-0.3947556901,-0.5723276417
-0.5051238821,-0.3947556901,-0.5723276417
-0.5087125425,-0.3947556901,-0.5723276417
-0.5123077663,-0.3947556901,-0.5723276417
-0.5159096243,-0.3947556901,-0.5723276417
-0.5195181878,-0.3947556901,-0.5723276417
-0.5231335291,-0.3947556901,-0.5723276417
-0.5267557211,-0.3947556901,-0.5723276417
-0.5303848375,-0.3947556901,-0.5723276417
-0.5340209529,-0.3947556901,-0.5723276417
-0.5376641424,-0.3947556901,-0.5723276417
-0.5413144823,-0.3947556901,-0.6120399678
-0.5449720496,-0.3947556901,-0.6120399678
-0.5486369219,-0.3947556901,-0.6120399678
-0.5523091781,-0.3947556901,-0.6120399678
-0.5559888975,-0.3947556901,-0.6120399678
-0.5596761607,-0.4024028957,-0.6120399678
-0.5633710489,-0.4024028957,-0.6120399678
-0.5670736445,-0.4024028957,-0.6120399678
-0.5707840305,-0.4024028957,-0.6120399678
-0.5745022913,-0.4024028957,-0.6120399678
-0.5782285118,-0.4024028957,-0.6120399678
-0.5819627783,-0.4024028957,-0.6120399678
-0.5857051778,-0.4024028957,-0.6120399678
-0.5894557984,-0.4024028957,-0.6120399678
-0.5932147295,-0.4024028957,-0.6120399678
-0.5969820611,-0.4024028957,-0.6120399678
-0.6007578847,-0.4024028957,-0.6120399678
-0.6045422928,-0.4024028957,-0.6120399678
-0.6083353788,-0.4024028957,-0.6120399678
-0.6121372375,-0.4024028957,-0.6120399678
-0.6159479649,-0.4024028957,-0.6120399678
-0.6197676578,-0.4024028957,-0.6120399678
-0.6235964148,-0.4024028957,-0.6120399678
-0.6274343351,-0.4024028957,-0.6517522939
-0.6312815197,-0.4024028957,-0.6517522939
-0.6351380706,-0.4024028957,-0.6517522939
-0.6390040911,-0.4024028957,-0.6517522939
-0.6428796859,-0.4024028957,-0.6517522939
-0.6467649611,-0.4024028957,-0.6517522939
-0.650660024,-0.4024028957,-0.6517522939
-0.6545649836,-0.4024028957,-0.6517522939
-0.6584799501,-0.4024028957,-0.6517522939
-0.6624050352,-0.4024028957,-0.6517522939
-0.6663403522,-0.4024028957,-0.6517522939
-0.6702860158,-0.4024028957,-0.6517522939
-0.6742421422,-0.4024028957,-0.6517522939
-0.6782088495,-0.4024028957,-0.6517522939
-0.6821862571,-0.4024028957,-0.6517522939
-0.6861744861,-0.4024028957,-0.6517522939
-0.6901736593,-0.4024028957,-0.6517522939
-0.6941839014,-0.4024028957,-0.69146462
-0.6982053386,-0.4100501014,-0.69146462
-0.702238099,-0.4100501014,-0.69146462
-0.7062823125,-0.4100501014,-0.69146462
-0.7103381109,-0.4100501014,-0.69146462
-0.7144056277,-0.4100501014,-0.69146462
-0.7184849987,-0.4100501014,-0.69146462
-0.7225763614,-0.4100501014,-0.69146462
-0.7266798555,-0.4100501014,-0.69146462
-0.7307956225,-0.4100501014,-0.69146462
-0.7349238062,-0.4100501014,-0.69146462
-0.7390645526,-0.4100501014,-0.69146462
-0.7432180099,-0.4100501014,-0.69146462
-0.7473843283,-0.4100501014,-0.69146462
-0.7515636605,-0.4100501014,-0.69146462
-0.7557561616,-0.4100501014,-0.69146462
-0.759961989,-0.4100501014,-0.69146462
-0.7641813025,-0.4100501014,-0.7311769461
-0.7684142646,-0.4100501014,-0.7311769461
-0.77266104,-0.4100501014,-0.7311769461
-0.7769217964,-0.4100501014,-0.7311769461
-0.781196704,-0.4100501014,-0.7311769461
-0.7854859358,-0.4100501014,-0.7311769461
-0.7897896675,-0.4100501014,-0.7311769461
-0.7941080777,-0.4100501014,-0.7311769461
-0.7984413481,-0.4100501014,-0.7311769461
-0.8027896631,-0.4100501014,-0.7311769461
-0.8071532104,-0.4100501014,-0.7311769461
-0.8115321807,-0.4100501014,-0.7311769461
-0.8159267681,-0.4100501014,-0.7311769461
-0.8203371698,-0.4100501014,-0.7311769461
-0.8247635864,-0.4100501014,-0.7311769461
-0.8292062221,-0.4100501014,-0.7311769461
