zscore,pscore,hindex
-0.8336652844,-0.4100501014,-0.7708892722
-0.8381409846,-0.4100501014,-0.7708892722
-0.8426335378,-0.4100501014,-0.7708892722
-0.8471431625,-0.4100501014,-0.7708892722
-0.8516700816,-0.4100501014,-0.7708892722
-0.8562145216,-0.4100501014,-0.7708892722
-0.8607767132,-0.4100501014,-0.7708892722
-0.8653568915,-0.4100501014,-0.7708892722
-0.8699552957,-0.4100501014,-0.7708892722
-0.8745721693,-0.4100501014,-0.7708892722
-0.8792077606,-0.417697307,-0.7708892722
-0.8838623223,-0.417697307,-0.7708892722
-0.8885361122,-0.417697307,-0.7708892722
-0.8932293926,-0.417697307,-0.7708892722
-0.897942431,-0.417697307,-0.7708892722
-0.9026755,-0.417697307,-0.7708892722
-0.9074288777,-0.417697307,-0.7708892722
-0.9122028473,-0.417697307,-0.7708892722
-0.9169976979,-0.417697307,-0.7708892722
-0.921813724,-0.417697307,-0.8106015983
-0.9266512263,-0.417697307,-0.8106015983
-0.9315105113,-0.417697307,-0.8106015983
-0.936391892,-0.417697307,-0.8106015983
-0.9412956875,-0.417697307,-0.8106015983
-0.9462222237,-0.417697307,-0.8106015983
-0.9511718332,-0.417697307,-0.8106015983
-0.9561448555,-0.417697307,-0.8106015983
-0.9611416374,-0.417697307,-0.8106015983
-0.9661625328,-0.417697307,-0.8106015983
-0.9712079036,-0.417697307,-0.8106015983
-0.9762781191,-0.417697307,-0.8106015983
-0.981373557,-0.417697307,-0.8106015983
-0.9864946031,-0.417697307,-0.8106015983
-0.9916416516,-0.417697307,-0.8106015983
-0.9968151058,-0.417697307,-0.8106015983
-1.002015378,-0.417697307,-0.8106015983
-1.00724289,-0.417697307,-0.8106015983
-1.012498072,-0.417697307,-0.8106015983
-1.017781366,-0.417697307,-0.8106015983
-1.023093224,-0.417697307,-0.8106015983
-1.028434107,-0.417697307,-0.8106015983
-1.033804489,-0.417697307,-0.8106015983
-1.039204853,-0.417697307,-0.8106015983
-1.044635696,-0.417697307,-0.8106015983
-1.050097526,-0.417697307,-0.8106015983
-1.055590863,-0.417697307,-0.8106015983
-1.06111624,-0.417697307,-0.8503139244
-1.066674204,-0.417697307,-0.8503139244
-1.072265316,-0.417697307,-0.8503139244
-1.077890149,-0.417697307,-0.8503139244
-1.083549295,-0.417697307,-0.8503139244
-1.089243356,-0.417697307,-0.8503139244
-1.094972954,-0.417697307,-0.8503139244
-1.100738725,-0.417697307,-0.8503139244
-1.106541324,-0.417697307,-0.8503139244
-1.112381422,-0.417697307,-0.8503139244
-1.118259707,-0.417697307,-0.8503139244
-1.124176889,-0.417697307,-0.8503139244
-1.130133697,-0.417697307,-0.8503139244
-1.136130878,-0.417697307,-0.8503139244
-1.142169201,-0.417697307,-0.8503139244
-1.14824946,-0.417697307,-0.8503139244
-1.154372468,-0.417697307,-0.8503139244
-1.160539064,-0.417697307,-0.8503139244
-1.16675011,-0.417697307,-0.8503139244
-1.173006495,-0.417697307,-0.8503139244
-1.179309134,-0.417697307,-0.8900262505
-1.185658971,-0.417697307,-0.8900262505
-1.192056977,-0.417697307,-0.8900262505
-1.198504156,-0.417697307,-0.8900262505
-1.20500154,-0.417697307,-0.8900262505
-1.211550197,-0.417697307,-0.8900262505
-1.218151228,-0.417697307,-0.8900262505
-1.224805769,-0.417697307,-0.8900262505
-1.231514994,-0.417697307,-0.8900262505
-1.238280118,-0.417697307,-0.8900262505
-1.245102394,-0.417697307,-0.8900262505
-1.251983118,-0.417697307,-0.8900262505
-1.258923633,-0.417697307,-0.8900262505
-1.265925327,-0.4253445127,-0.8900262505
-1.272989637,-0.4253445127,-0.9297385766
-1.280118053,-0.4253445127,-0.9297385766
-1.287312118,-0.4253445127,-0.9297385766
-1.294573432,-0.4253445127,-0.9297385766
-1.301903653,-0.4253445127,-0.9297385766
-1.309304503,-0.4253445127,-0.9297385766
-1.316777771,-0.4253445127,-0.9297385766
-1.324325314,-0.4253445127,-0.9297385766
-1.33194906,-0.4253445127,-0.9297385766
-1.339651017,-0.4253445127,-0.9297385766
-1.347433273,-0.4253445127,-0.9297385766
-1.355298001,-0.4253445127,-0.9297385766
-1.363247466,-0.4253445127,-0.9694509027
-1.371284025,-0.4253445127,-0.9694509027
-1.379410139,-0.4253445127,-0.9694509027
-1.387628377,-0.4253445127,-0.9694509027
-1.395941418,-0.4253445127,-0.9694509027
-1.404352063,-0.4253445127,-0.9694509027
-1.412863241,-0.4253445127,-0.9694509027
-1.421478015,-0.4253445127,-0.9694509027
-1.430199596,-0.4253445127,-0.9694509027
-1.439031343,-0.4253445127,-0.9694509027
-1.447976783,-0.4253445127,-0.9694509027
-1.457039616,-0.4253445127,-0.9694509027
-1.466223729,-0.4253445127,-0.9694509027
-1.475533207,-0.4253445127,-0.9694509027
-1.484972351,-0.4253445127,-0.9694509027
-1.494545688,-0.4253445127,-0.9694509027
-1.504257992,-0.4253445127,-0.9694509027
-1.514114301,-0.4253445127,-0.9694509027
-1.524119937,-0.4253445127,-0.9694509027
-1.534280526,-0.4253445127,-0.9694509027
-1.544602026,-0.4253445127,-1.009163229
-1.555090752,-0.4253445127,-1.009163229
-1.565753405,-0.4253445127,-1.009163229
-1.576597104,-0.4253445127,-1.009163229
-1.587629423,-0.4253445127,-1.009163229
-1.598858433,-0.4253445127,-1.009163229
-1.610292741,-0.4253445127,-1.009163229
-1.621941547,-0.4253445127,-1.009163229
-1.633814696,-0.4253445127,-1.009163229
-1.645922739,-0.4253445127,-1.009163229
-1.658277006,-0.4253445127,-1.009163229
-1.670889687,-0.4253445127,-1.009163229
-1.683773916,-0.4253445127,-1.009163229
-1.69694388,-0.4253445127,-1.009163229
-1.71041493,-0.4253445127,-1.048875555
-1.724203718,-0.4253445127,-1.048875555
-1.738328347,-0.4253445127,-1.048875555
-1.752808548,-0.4253445127,-1.048875555
-1.767665885,-0.4253445127,-1.048875555
-1.782923988,-0.4253445127,-1.048875555
-1.798608834,-0.4253445127,-1.048875555
-1.814749071,-0.4253445127,-1.048875555
-1.831376399,-0.4253445127,-1.048875555
-1.848526027,-0.4253445127,-1.048875555
-1.866237218,-0.4253445127,-1.048875555
-1.884553944,-0.4253445127,-1.048875555
-1.903525678,-0.4253445127,-1.088587881
-1.923208364,-0.4253445127,-1.088587881
-1.94366561,-0.4253445127,-1.088587881
-1.964970175,-0.4253445127,-1.088587881
-1.987205843,-0.4253445127,-1.088587881
-2.010469776,-0.4253445127,-1.088587881
-2.034875585,-0.4253445127,-1.088587881
-2.060557295,-0.4253445127,-1.088587881
-2.087674621,-0.4253445127,-1.088587881
-2.116420067,-0.4253445127,-1.088587881
-2.147028686,-0.4253445127,-1.128300207
-2.179791786,-0.4253445127,-1.128300207
-2.215076703,-0.4253445127,-1.128300207
-2.253356161,-0.4253445127,-1.128300207
-2.295253471,-0.4253445127,-1.128300207
-2.34161512,-0.4253445127,-1.128300207
-2.393633596,-0.4253445127,-1.128300207
-2.453069273,-0.4253445127,-1.128300207
-2.522686819,-0.4253445127,-1.168012533
-2.607218535,-0.4253445127,-1.168012533
-2.715878887,-0.4253445127,-1.168012533
-2.870987999,-0.4253445127,-1.168012533
-3.160717274,-0.4253445127,-1.168012533
