column 1,column 2
3.191199935,8.761089016
2.904044064,8.21141436
2.750485957,7.593030372
2.642994982,7.402171116
2.559424708,7.18077438
2.490635464,6.501315429
2.431934602,6.218843731
2.380581224,6.035618845
2.334830426,5.944006403
2.293500402,5.730244036
2.255752375,4.607991613
2.220968801,4.325519915
2.188681386,4.256810583
2.158526286,4.073585697
2.130214989,3.981973254
2.103514727,3.959070144
2.078234886,3.699501556
2.054217333,3.409395487
2.031329383,3.241439342
2.009458575,3.195633121
1.988508728,3.180364381
1.96839692,2.890258312
1.949051148,2.81391461
1.930408455,2.714667797
1.912413487,2.577249133
1.895017292,2.394024247
1.878176368,2.363486766
1.861851868,2.195530621
1.846008963,2.058111957
1.830616292,2.042843217
1.815645521,2.035208847
1.801070954,1.958865144
1.786869221,1.951230774
1.773018995,1.928327663
1.759500765,1.836715221
1.746296627,1.80617774
1.733390118,1.699296557
1.720766057,1.691662186
1.708410419,1.630587225
1.696310217,1.622952854
1.684453402,1.607684114
1.672828772,1.577146633
1.661425897,1.538974782
1.650235046,1.47026545
1.639247127,1.46263108
1.628453631,1.432093599
1.617846581,1.432093599
1.607418493,1.371018637
1.597162331,1.371018637
1.587071472,1.371018637
1.577139678,1.332846786
1.567361061,1.325212416
1.557730061,1.294674935
1.54824142,1.264137454
1.538890161,1.187793751
1.529671568,1.172525011
1.520581168,1.164890641
1.511614712,1.14198753
1.502768165,1.119084419
1.494037688,1.103815679
1.485419625,1.080912568
1.476910495,1.073278198
1.468506978,1.065643828
1.460205903,1.065643828
1.452004246,1.065643828
1.443899115,1.027471977
1.435887743,0.9205907935
1.427967483,0.8518814614
1.420135801,0.8289783508
1.412390268,0.8213439805
1.404728553,0.8213439805
1.397148423,0.8137096103
1.389647731,0.7984408699
1.382224417,0.7679033889
1.374876499,0.7450002783
1.367602072,0.7144627974
1.360399303,0.7068284271
1.353266429,0.6991940569
1.346201749,0.6915596867
1.339203626,0.6839253164
1.332270481,0.668656576
1.325400791,0.6533878355
1.318593087,0.6457534653
1.311845951,0.6381190951
1.305158012,0.6228503546
1.298527947,0.5923128737
1.291954475,0.5770441333
1.285436361,0.569409763
1.278972407,0.569409763
1.272561454,0.5617753928
1.266202381,0.5541410226
1.259894103,0.5541410226
1.253635567,0.5541410226
1.247425753,0.5388722821
1.241263673,0.5312379119
1.235148368,0.5236035417
1.229078909,0.5236035417
1.223054392,0.5159691715
1.217073941,0.500700431
1.211136707,0.4854316905
1.205241861,0.4854316905
1.199388602,0.4701629501
1.193576148,0.4472598394
1.187803742,0.4472598394
1.182070645,0.4243567287
1.17637614,0.4243567287
1.170719528,0.3861848776
1.16510013,0.3632817669
1.159517284,0.3632817669
1.153970347,0.3403786562
1.148458689,0.3251099158
1.142981701,0.3174755456
1.137538787,0.3098411753
1.132129365,0.2869380647
1.12675287,0.2716693242
1.121408751,0.2716693242
1.116096467,0.2716693242
1.110815495,0.264034954
1.105565322,0.2564005837
1.100345448,0.2564005837
1.095155383,0.2564005837
1.089994652,0.2564005837
1.084862789,0.2564005837
1.079759339,0.2487662135
1.074683858,0.2334974731
1.069635911,0.2258631028
1.064615075,0.2258631028
1.059620933,0.2182287326
1.054653081,0.2182287326
1.049711122,0.2182287326
1.044794668,0.2029599922
1.039903339,0.1876912517
1.035036764,0.1724225112
1.03019458,0.1724225112
1.025376431,0.164788141
1.020581969,0.164788141
1.015810853,0.164788141
1.011062749,0.1571537708
1.00633733,0.1418850303
1.001634276,0.1418850303
0.9969532731,0.1418850303
0.9922940139,0.1342506601
0.9876561971,0.1342506601
0.9830395275,0.1342506601
0.9784437154,0.1342506601
0.9738684772,0.1266162899
0.9693135345,0.1266162899
0.9647786144,0.1266162899
0.9602634491,0.1189819197
0.9557677761,0.1113475494
0.9512913376,0.1113475494
0.9468338809,0.1037131792
0.9423951578,0.1037131792
0.9379749247,0.08844443875
0.9335729427,0.08844443875
0.9291889771,0.08844443875
0.9248227973,0.08081006852
0.9204741771,0.0731756983
0.9161428943,0.06554132807
0.9118287305,0.06554132807
0.9075314712,0.05790695784
0.9032509058,0.05790695784
0.8989868272,0.05027258762
0.8947390321,0.03500384716
0.8905073203,0.03500384716
0.8862914955,0.02736947694
0.8820913642,0.02736947694
0.8779067368,0.02736947694
0.8737374262,0.02736947694
0.8695832489,0.01973510671
0.8654440243,0.01973510671
0.8613195746,0.01210073648
0.8572097251,0.01210073648
0.8531143038,0.004466366255
0.8490331417,0.004466366255
0.8449660722,-0.003168003972
0.8409129315,-0.003168003972
0.8368735584,-0.0108023742
0.8328477943,-0.0108023742
0.828835483,-0.0108023742
0.8248364706,-0.0108023742
0.8208506057,-0.0108023742
0.8168777394,-0.0108023742
0.8129177247,-0.01843674443
0.8089704172,-0.02607111465
0.8050356743,-0.02607111465
0.8011133559,-0.02607111465
0.7972033237,-0.03370548488
0.7933054416,-0.03370548488
0.7894195755,-0.03370548488
0.7855455932,-0.03370548488
0.7816833645,-0.04133985511
0.7778327609,-0.04133985511
0.773993656,-0.04133985511
0.770165925,-0.04133985511
0.7663494451,-0.04133985511
0.7625440949,-0.04897422533
0.7587497549,-0.06424296579
0.7549663074,-0.06424296579
0.7511936361,-0.06424296579
0.7474316264,-0.07187733601
0.7436801652,-0.07187733601
0.7399391412,-0.07951170624
0.7362084442,-0.07951170624
0.7324879659,-0.08714607647
0.7287775991,-0.08714607647
0.7250772382,-0.08714607647
0.721386779,-0.09478044669
0.7177061188,-0.09478044669
0.7140351559,-0.09478044669
0.7103737902,-0.09478044669
0.7067219228,-0.09478044669
0.7030794561,-0.09478044669
0.6994462938,-0.1024148169
0.6958223407,-0.1024148169
0.6922075029,-0.1024148169
0.6886016877,-0.1024148169
0.6850048035,-0.1100491871
0.6814167599,-0.1100491871
0.6778374674,-0.1100491871
0.674266838,-0.1176835574
0.6707047845,-0.1176835574
0.6671512208,-0.1176835574
0.6636060618,-0.1176835574
0.6600692236,-0.1176835574
0.6565406231,-0.1253179276
0.6530201784,-0.1253179276
0.6495078084,-0.1253179276
0.646003433,-0.1253179276
0.642506973,-0.1253179276
0.6390183502,-0.1253179276
0.6355374873,-0.1329522978
0.6320643079,-0.1405866681
0.6285987364,-0.1405866681
0.6251406981,-0.1405866681
0.6216901191,-0.1405866681
0.6182469265,-0.1482210383
0.614811048,-0.1482210383
0.6113824122,-0.1482210383
0.6079609486,-0.1482210383
0.6045465872,-0.1482210383
0.601139259,-0.1482210383
0.5977388958,-0.1558554085
0.5943454299,-0.1558554085
0.5909587945,-0.1558554085
0.5875789235,-0.1558554085
0.5842057514,-0.1558554085
0.5808392135,-0.1558554085
0.5774792458,-0.1558554085
0.5741257849,-0.1634897787
0.570778768,-0.1634897787
0.5674381331,-0.1634897787
0.5641038188,-0.171124149
0.5607757642,-0.171124149
0.5574539092,-0.171124149
0.5541381942,-0.171124149
0.5508285602,-0.171124149
0.5475249488,-0.1787585192
0.5442273023,-0.1787585192
0.5409355633,-0.1787585192
0.5376496753,-0.1787585192
0.5343695822,-0.1787585192
0.5310952282,-0.1787585192
0.5278265585,-0.1787585192
0.5245635185,-0.1863928894
0.5213060542,-0.1863928894
0.5180541121,-0.1863928894
0.5148076394,-0.1863928894
0.5115665835,-0.1863928894
0.5083308924,-0.1940272596
0.5051005146,-0.1940272596
0.5018753992,-0.1940272596
0.4986554956,-0.2016616299
0.4954407536,-0.2016616299
0.4922311236,-0.2016616299
0.4890265566,-0.2016616299
0.4858270036,-0.2092960001
0.4826324163,-0.2092960001
0.479442747,-0.2092960001
0.476257948,-0.2092960001
0.4730779725,-0.2092960001
0.4699027736,-0.2169303703
0.4667323052,-0.2169303703
0.4635665214,-0.2169303703
0.4604053767,-0.2169303703
0.4572488262,-0.2169303703
0.454096825,-0.2245647406
0.4509493289,-0.2245647406
0.4478062939,-0.2245647406
0.4446676764,-0.2245647406
0.4415334332,-0.2245647406
0.4384035215,-0.2321991108
0.4352778986,-0.2321991108
0.4321565224,-0.2321991108
0.429039351,-0.2321991108
0.425926343,-0.2321991108
0.422817457,-0.2321991108
0.4197126524,-0.2321991108
0.4166118884,-0.2321991108
0.4135151248,-0.2321991108
0.4104223218,-0.2321991108
0.4073334397,-0.239833481
0.4042484392,-0.239833481
0.4011672812,-0.239833481
0.398089927,-0.239833481
0.3950163382,-0.239833481
0.3919464765,-0.239833481
0.3888803042,-0.2474678512
0.3858177835,-0.2474678512
0.3827588772,-0.2474678512
0.3797035481,-0.2474678512
0.3766517595,-0.2474678512
0.3736034747,-0.2474678512
0.3705586576,-0.2474678512
0.367517272,-0.2474678512
0.3644792822,-0.2474678512
0.3614446526,-0.2474678512
0.3584133478,-0.2474678512
0.3553853329,-0.2474678512
0.352360573,-0.2474678512
0.3493390335,-0.2474678512
0.34632068,-0.2474678512
0.3433054783,-0.2474678512
0.3402933946,-0.2551022215
0.337284395,-0.2551022215
0.3342784462,-0.2551022215
0.3312755148,-0.2551022215
0.3282755678,-0.2551022215
0.3252785722,-0.2551022215
0.3222844954,-0.2627365917
0.319293305,-0.2627365917
0.3163049686,-0.2627365917
0.3133194543,-0.2627365917
0.31033673,-0.2627365917
0.3073567641,-0.2627365917
0.3043795252,-0.2627365917
0.3014049818,-0.2627365917
0.2984331028,-0.2627365917
0.2954638573,-0.2627365917
0.2924972145,-0.2627365917
0.2895331437,-0.2627365917
0.2865716144,-0.2703709619
0.2836125965,-0.2703709619
0.2806560597,-0.2703709619
0.2777019741,-0.2703709619
0.27475031,-0.2703709619
0.2718010376,-0.2703709619
0.2688541276,-0.2703709619
0.2659095505,-0.2703709619
0.2629672772,-0.2703709619
0.2600272786,-0.2703709619
0.2570895259,-0.2780053321
0.2541539903,-0.2780053321
0.2512206432,-0.2780053321
0.2482894561,-0.2780053321
0.2453604008,-0.2780053321
0.242433449,-0.2780053321
0.2395085727,-0.2780053321
0.2365857439,-0.2780053321
0.2336649349,-0.2856397024
0.2307461179,-0.2856397024
0.2278292655,-0.2856397024
0.2249143501,-0.2856397024
0.2220013445,-0.2856397024
0.2190902216,-0.2856397024
0.2161809541,-0.2856397024
0.2132735153,-0.2856397024
0.2103678782,-0.2856397024
0.207464016,-0.2856397024
0.2045619023,-0.2856397024
0.2016615104,-0.2856397024
0.1987628139,-0.2932740726
0.1958657866,-0.2932740726
0.1929704022,-0.2932740726
0.1900766346,-0.2932740726
0.1871844579,-0.2932740726
0.184293846,-0.2932740726
0.1814047732,-0.2932740726
0.1785172138,-0.2932740726
0.175631142,-0.2932740726
0.1727465325,-0.2932740726
0.1698633596,-0.2932740726
0.1669815981,-0.2932740726
0.1641012226,-0.2932740726
0.1612222079,-0.2932740726
0.158344529,-0.3009084428
0.1554681607,-0.3009084428
0.1525930781,-0.3009084428
0.1497192563,-0.3009084428
0.1468466705,-0.3009084428
0.143975296,-0.3009084428
0.1411051079,-0.3009084428
0.1382360819,-0.3009084428
0.1353681932,-0.3009084428
0.1325014175,-0.3009084428
0.1296357304,-0.3009084428
0.1267711074,-0.3009084428
0.1239075243,-0.3009084428
0.121044957,-0.308542813
0.1181833812,-0.308542813
0.1153227728,-0.308542813
0.1124631078,-0.308542813
0.1096043622,-0.308542813
0.106746512,-0.308542813
0.1038895334,-0.308542813
0.1010334026,-0.308542813
0.09817809565,-0.308542813
0.09532358894,-0.308542813
0.09246985873,-0.308542813
0.08961688138,-0.3161771833
0.08676463328,-0.3161771833
0.08391309086,-0.3161771833
0.08106223061,-0.3161771833
0.07821202903,-0.3161771833
0.07536246267,-0.3161771833
0.07251350813,-0.3161771833
0.06966514203,-0.3161771833
0.06681734102,-0.3161771833
0.0639700818,-0.3161771833
0.06112334108,-0.3161771833
0.05827709562,-0.3161771833
0.05543132219,-0.3161771833
0.05258599759,-0.3161771833
0.04974109867,-0.3161771833
0.04689660226,-0.3161771833
0.04405248525,-0.3161771833
0.04120872454,-0.3238115535
0.03836529704,-0.3238115535
0.03552217969,-0.3238115535
0.03267934946,-0.3238115535
0.0298367833,-0.3238115535
0.02699445821,-0.3238115535
0.02415235119,-0.3238115535
