Name,Entity Id,Rank type,Rank value,Time span
Aboul Ella Hassanien,2133504957,Publications,49,All
Sankar K. Pal,2566401185,Publications,50,All
Peter Stone,2147180669,Publications,51,All
Robert Sabourin,1982846354,Publications,52,All
Ajith Abraham,2345075623,Publications,53,All
Lawrence Carin,657437189,Publications,54,All
Joydeep Ghosh,2148168557,Publications,55,All
John Shawe-Taylor,2215287472,Publications,56,All
Luc Van Gool,2103920730,Publications,57,All
Mohamed S. Kamel,2096364092,Publications,58,All
Manuela M. Veloso,2108671403,Publications,59,All
Geoffrey E. Hinton,563069026,Publications,60,All
Xindong Wu,2123651450,Publications,61,All
Sung-Kwun Oh,2139014586,Publications,62,All
Taghi M. Khoshgoftaar,23511057,Publications,63,All
Chin-Teng Lin,2105822349,Publications,64,All
Yaochu Jin,2280789105,Publications,65,All
Risto Miikkulainen,1968686581,Publications,66,All
Rama Chellappa,2106222798,Publications,67,All
Adel M. Alimi,2130938194,Publications,68,All
Rudolf Kruse,2148268392,Publications,69,All
Michel Verleysen,2275403261,Publications,70,All
Teresa Bernarda Ludermir,2096223753,Publications,71,All
Changshui Zhang,2105451568,Publications,72,All
Jürgen Schmidhuber,2116333191,Publications,73,All
Andries P. Engelbrecht,2002721718,Publications,74,All
Hermann Ney,2293758362,Publications,75,All
Li Deng,2101552792,Publications,76,All
Alexander J. Smola,1972291593,Publications,77,All
Trevor Darrell,2174985400,Publications,78,All
Zhongzhi Shi,2112067332,Publications,79,All
Jinglu Hu,2111858925,Publications,80,All
Jan Peters,2102101654,Publications,81,All
Chee Peng Lim,2130338591,Publications,82,All
Naoyuki Kubota,2154258890,Publications,83,All
Huan Liu,2122391114,Publications,84,All
Charu C. Aggarwal,2146335907,Publications,85,All
Floriana Esposito,2122401555,Publications,86,All
Saeid Nahavandi,1029828013,Publications,87,All
Kazuyuki Aihara,2050783569,Publications,88,All
Andrew McCallum,2131293038,Publications,89,All
Stefan Wermter,2308014113,Publications,90,All
Ponnuthurai N. Suganthan,2311050954,Publications,91,All
André Carlos Ponce de Leon Ferreira de Carvalho,2250248997,Publications,92,All
Alex Alves Freitas,2131502281,Publications,93,All
Marco Dorigo,2091981773,Publications,94,All
João Gama,2113857198,Publications,95,All
Amit Konar,2058022777,Publications,96,All
Donald C. Wunsch,2127870723,Publications,97,All
Qiang Shen,2585884792,Publications,98,All
Ajith Abraham,2919209799,Publications,99,All
Hendrik Blockeel,2049189351,Publications,100,All
Yoshua Bengio,161269817,H-Index,1,All
Francisco Herrera,2141382980,H-Index,2,All
Geoffrey E. Hinton,563069026,H-Index,3,All
Jiawei Han,2121939561,H-Index,4,All
Michael I. Jordan,2435751034,H-Index,5,All
Bernhard Schölkopf,297432538,H-Index,6,All
Daphne Koller,2167404190,H-Index,7,All
Witold Pedrycz,136859070,H-Index,8,All
Andrew Y. Ng,2104401652,H-Index,9,All
Philip S. Yu,2125104194,H-Index,10,All
Alexander J. Smola,1972291593,H-Index,11,All
Sebastian Thrun,2075956027,H-Index,12,All
Ronald R. Yager,231105818,H-Index,13,All
Trevor Darrell,2174985400,H-Index,14,All
Zhi-Hua Zhou,2286237009,H-Index,15,All
Dacheng Tao,2104129307,H-Index,16,All
Xin Yao,2106268727,H-Index,17,All
Henri Prade,2082615088,H-Index,18,All
Andrew McCallum,2131293038,H-Index,19,All
Didier Dubois,2300659125,H-Index,20,All
Christos Faloutsos,2198983026,H-Index,21,All
Qiang Yang,2109031554,H-Index,22,All
Zoubin Ghahramani,617670330,H-Index,23,All
Yann LeCun,2053214915,H-Index,24,All
Thomas S. Huang,2149631809,H-Index,25,All
Christopher D. Manning,2149153931,H-Index,26,All
Shyi-Ming Chen,2155014515,H-Index,27,All
David E. Goldberg,2102678951,H-Index,28,All
Klaus-Robert Müller,2012736320,H-Index,29,All
Kalyanmoy Deb,2150011549,H-Index,30,All
Anil K. Jain,2162010601,H-Index,31,All
Andrew Zisserman,2469405535,H-Index,32,All
Karl J. Friston,2045864003,H-Index,33,All
Marco Dorigo,2091981773,H-Index,34,All
Shuicheng Yan,2144833106,H-Index,35,All
David Zhang,2163830057,H-Index,36,All
Xiaoou Tang,2166284823,H-Index,37,All
Xuelong Li,2107070739,H-Index,38,All
Raymond J. Mooney,2167433806,H-Index,39,All
Ruslan Salakhutdinov,2031945151,H-Index,40,All
Pedro M. Domingos,2169012919,H-Index,41,All
David M. Blei,2289542319,H-Index,42,All
Eric P. Xing,351197510,H-Index,43,All
Jerry M. Mendel,2096170287,H-Index,44,All
Jürgen Schmidhuber,2116333191,H-Index,45,All
Eamonn J. Keogh,2170070822,H-Index,46,All
Li Fei-Fei,1984838606,H-Index,47,All
David Heckerman,2021640924,H-Index,48,All
Xiaogang Wang,2227253382,H-Index,49,All
Michael L. Littman,1075592465,H-Index,50,All
Cordelia Schmid,2111851554,H-Index,51,All
Dan Roth,2122007671,H-Index,52,All
Huan Liu,2122391114,H-Index,53,All
Rong Jin,2142724104,H-Index,54,All
James C. Bezdek,236175242,H-Index,55,All
Hisao Ishibuchi,676270904,H-Index,56,All
Shih-Fu Chang,2149341496,H-Index,57,All
Terrence J. Sejnowski,307844215,H-Index,58,All
Bernt Schiele,1620943014,H-Index,59,All
Hans-Peter Kriegel,1919135125,H-Index,60,All
Luc Van Gool,2103920730,H-Index,61,All
Peter Stone,2147180669,H-Index,62,All
Judea Pearl,2248165042,H-Index,63,All
Ponnuthurai N. Suganthan,2311050954,H-Index,64,All
Pieter Abbeel,243981275,H-Index,65,All
Robert E. Schapire,278177626,H-Index,66,All
Jure Leskovec,1878631932,H-Index,67,All
Samy Bengio,2016539005,H-Index,68,All
Carlos A. Coello Coello,2040834078,H-Index,69,All
Li Deng,2101552792,H-Index,70,All
Rama Chellappa,2106222798,H-Index,71,All
Richard S. Sutton,2120464764,H-Index,72,All
Tom M. Mitchell,2151014374,H-Index,73,All
Lei Zhang,2299437103,H-Index,74,All
Sankar K. Pal,2566401185,H-Index,75,All
Thomas G. Dietterich,160031478,H-Index,76,All
Craig Boutilier,2060802895,H-Index,77,All
Alan L. Yuille,2065104188,H-Index,78,All
Joshua B. Tenenbaum,2149572011,H-Index,79,All
Stan Z. Li,2539519177,H-Index,80,All
Wolfram Burgard,343811326,H-Index,81,All
Tomaso Poggio,693931197,H-Index,82,All
Eric Horvitz,1970391018,H-Index,83,All
Inderjit S. Dhillon,2033403132,H-Index,84,All
Francis R. Bach,2121310506,H-Index,85,All
Oscar Castillo,2176619569,H-Index,86,All
Dieter Fox,2231782831,H-Index,87,All
Feiping Nie,2245267964,H-Index,88,All
D. Klein,2618175022,H-Index,89,All
Andrzej Cichocki,2081156236,H-Index,90,All
Stephen Grossberg,2118172733,H-Index,91,All
Lotfi A. Zadeh,2252586558,H-Index,92,All
Henry A. Kautz,1966271946,H-Index,93,All
Changshui Zhang,2105451568,H-Index,94,All
William W. Cohen,2115385359,H-Index,95,All
Alex Alves Freitas,2131502281,H-Index,96,All
Jitendra Malik,2136556746,H-Index,97,All
Charu C. Aggarwal,2146335907,H-Index,98,All
Luc De Raedt,189137728,H-Index,99,All
Philip H. S. Torr,2107932047,H-Index,100,All
